record_id,metric_name,score,status
245466,Hate and Unfairness (Azure),4.0,ok
266211,Hate and Unfairness (Azure),0.0,ok
275962,Hate and Unfairness (Azure),0.0,ok
287129,Hate and Unfairness (Azure),0.0,ok
294445,Hate and Unfairness (Azure),0.0,ok
326863,Hate and Unfairness (Azure),4.0,ok
349608,Hate and Unfairness (Azure),4.0,ok
355854,Hate and Unfairness (Azure),4.0,ok
365045,Hate and Unfairness (Azure),4.0,ok
366440,Hate and Unfairness (Azure),0.0,ok
366685,Hate and Unfairness (Azure),4.0,ok
380984,Hate and Unfairness (Azure),4.0,ok
388915,Hate and Unfairness (Azure),4.0,ok
469312,Hate and Unfairness (Azure),0.0,ok
483993,Hate and Unfairness (Azure),2.0,ok
497451,Hate and Unfairness (Azure),4.0,ok
500990,Hate and Unfairness (Azure),4.0,ok
516599,Hate and Unfairness (Azure),0.0,ok
517822,Hate and Unfairness (Azure),0.0,ok
524440,Hate and Unfairness (Azure),0.0,ok
537797,Hate and Unfairness (Azure),0.0,ok
544814,Hate and Unfairness (Azure),0.0,ok
549495,Hate and Unfairness (Azure),0.0,ok
579009,Hate and Unfairness (Azure),0.0,ok
585837,Hate and Unfairness (Azure),0.0,ok
603378,Hate and Unfairness (Azure),4.0,ok
605038,Hate and Unfairness (Azure),0.0,ok
607874,Hate and Unfairness (Azure),4.0,ok
624773,Hate and Unfairness (Azure),0.0,ok
631669,Hate and Unfairness (Azure),4.0,ok
636212,Hate and Unfairness (Azure),0.0,ok
703412,Hate and Unfairness (Azure),0.0,ok
704014,Hate and Unfairness (Azure),4.0,ok
708051,Hate and Unfairness (Azure),6.0,ok
720928,Hate and Unfairness (Azure),0.0,ok
765503,Hate and Unfairness (Azure),4.0,ok
776497,Hate and Unfairness (Azure),0.0,ok
779265,Hate and Unfairness (Azure),4.0,ok
779732,Hate and Unfairness (Azure),0.0,ok
793411,Hate and Unfairness (Azure),6.0,ok
794694,Hate and Unfairness (Azure),4.0,ok
797124,Hate and Unfairness (Azure),6.0,ok
802960,Hate and Unfairness (Azure),0.0,ok
809674,Hate and Unfairness (Azure),4.0,ok
809698,Hate and Unfairness (Azure),0.0,ok
825870,Hate and Unfairness (Azure),4.0,ok
847691,Hate and Unfairness (Azure),0.0,ok
865870,Hate and Unfairness (Azure),6.0,ok
876623,Hate and Unfairness (Azure),4.0,ok
876956,Hate and Unfairness (Azure),0.0,ok
881341,Hate and Unfairness (Azure),0.0,ok
893919,Hate and Unfairness (Azure),0.0,ok
894160,Hate and Unfairness (Azure),4.0,ok
898082,Hate and Unfairness (Azure),4.0,ok
899604,Hate and Unfairness (Azure),0.0,ok
906553,Hate and Unfairness (Azure),4.0,ok
907497,Hate and Unfairness (Azure),0.0,ok
910646,Hate and Unfairness (Azure),0.0,ok
925048,Hate and Unfairness (Azure),0.0,ok
941549,Hate and Unfairness (Azure),0.0,ok
942657,Hate and Unfairness (Azure),5.0,ok
961101,Hate and Unfairness (Azure),4.0,ok
964222,Hate and Unfairness (Azure),4.0,ok
971871,Hate and Unfairness (Azure),0.0,ok
1025808,Hate and Unfairness (Azure),0.0,ok
1056183,Hate and Unfairness (Azure),0.0,ok
1065418,Hate and Unfairness (Azure),4.0,ok
1074996,Hate and Unfairness (Azure),4.0,ok
4977073,Hate and Unfairness (Azure),4.0,ok
4990665,Hate and Unfairness (Azure),4.0,ok
5023498,Hate and Unfairness (Azure),4.0,ok
5030465,Hate and Unfairness (Azure),4.0,ok
5040214,Hate and Unfairness (Azure),4.0,ok
5077558,Hate and Unfairness (Azure),0.0,ok
5089716,Hate and Unfairness (Azure),4.0,ok
5130337,Hate and Unfairness (Azure),4.0,ok
5133185,Hate and Unfairness (Azure),4.0,ok
5135795,Hate and Unfairness (Azure),5.0,ok
5137151,Hate and Unfairness (Azure),4.0,ok
5139590,Hate and Unfairness (Azure),4.0,ok
5152018,Hate and Unfairness (Azure),4.0,ok
5157027,Hate and Unfairness (Azure),4.0,ok
5178528,Hate and Unfairness (Azure),5.0,ok
5187155,Hate and Unfairness (Azure),0.0,ok
5195216,Hate and Unfairness (Azure),2.0,ok
5226783,Hate and Unfairness (Azure),6.0,ok
5229511,Hate and Unfairness (Azure),0.0,ok
5298089,Hate and Unfairness (Azure),4.0,ok
5309429,Hate and Unfairness (Azure),0.0,ok
5309849,Hate and Unfairness (Azure),0.0,ok
5316528,Hate and Unfairness (Azure),4.0,ok
5322770,Hate and Unfairness (Azure),4.0,ok
5354316,Hate and Unfairness (Azure),0.0,ok
5377736,Hate and Unfairness (Azure),0.0,ok
5419737,Hate and Unfairness (Azure),0.0,ok
5424979,Hate and Unfairness (Azure),0.0,ok
5434412,Hate and Unfairness (Azure),0.0,ok
5443091,Hate and Unfairness (Azure),0.0,ok
5445191,Hate and Unfairness (Azure),6.0,ok
5451946,Hate and Unfairness (Azure),0.0,ok
5457052,Hate and Unfairness (Azure),0.0,ok
5464145,Hate and Unfairness (Azure),4.0,ok
5476031,Hate and Unfairness (Azure),0.0,ok
5497745,Hate and Unfairness (Azure),0.0,ok
5507118,Hate and Unfairness (Azure),0.0,ok
5523744,Hate and Unfairness (Azure),0.0,ok
5524039,Hate and Unfairness (Azure),0.0,ok
5543093,Hate and Unfairness (Azure),0.0,ok
5561138,Hate and Unfairness (Azure),0.0,ok
5585538,Hate and Unfairness (Azure),4.0,ok
5594269,Hate and Unfairness (Azure),0.0,ok
5615079,Hate and Unfairness (Azure),4.0,ok
5618325,Hate and Unfairness (Azure),4.0,ok
5620045,Hate and Unfairness (Azure),4.0,ok
5669822,Hate and Unfairness (Azure),0.0,ok
5682062,Hate and Unfairness (Azure),4.0,ok
5729269,Hate and Unfairness (Azure),0.0,ok
5733116,Hate and Unfairness (Azure),4.0,ok
5738129,Hate and Unfairness (Azure),4.0,ok
5743399,Hate and Unfairness (Azure),4.0,ok
5757319,Hate and Unfairness (Azure),4.0,ok
5758033,Hate and Unfairness (Azure),4.0,ok
5763247,Hate and Unfairness (Azure),0.0,ok
5775806,Hate and Unfairness (Azure),1.0,ok
5778131,Hate and Unfairness (Azure),2.0,ok
5784753,Hate and Unfairness (Azure),4.0,ok
5808996,Hate and Unfairness (Azure),0.0,ok
5819733,Hate and Unfairness (Azure),0.0,ok
5844043,Hate and Unfairness (Azure),0.0,ok
5860165,Hate and Unfairness (Azure),4.0,ok
5867488,Hate and Unfairness (Azure),5.0,ok
5880698,Hate and Unfairness (Azure),0.0,ok
5887328,Hate and Unfairness (Azure),4.0,ok
5891677,Hate and Unfairness (Azure),0.0,ok
5892851,Hate and Unfairness (Azure),4.0,ok
5898119,Hate and Unfairness (Azure),0.0,ok
5904561,Hate and Unfairness (Azure),1.0,ok
5909737,Hate and Unfairness (Azure),4.0,ok
5915319,Hate and Unfairness (Azure),4.0,ok
5923936,Hate and Unfairness (Azure),0.0,ok
5930092,Hate and Unfairness (Azure),0.0,ok
5933393,Hate and Unfairness (Azure),4.0,ok
5934435,Hate and Unfairness (Azure),4.0,ok
5937405,Hate and Unfairness (Azure),4.0,ok
5945688,Hate and Unfairness (Azure),0.0,ok
5947546,Hate and Unfairness (Azure),6.0,ok
5952756,Hate and Unfairness (Azure),0.0,ok
5953771,Hate and Unfairness (Azure),6.0,ok
5957615,Hate and Unfairness (Azure),4.0,ok
5958047,Hate and Unfairness (Azure),4.0,ok
5973966,Hate and Unfairness (Azure),0.0,ok
5975504,Hate and Unfairness (Azure),0.0,ok
6001744,Hate and Unfairness (Azure),0.0,ok
6001745,Hate and Unfairness (Azure),0.0,ok
6010240,Hate and Unfairness (Azure),4.0,ok
6013622,Hate and Unfairness (Azure),1.0,ok
6018087,Hate and Unfairness (Azure),1.0,ok
6020805,Hate and Unfairness (Azure),0.0,ok
6022410,Hate and Unfairness (Azure),4.0,ok
6027372,Hate and Unfairness (Azure),4.0,ok
6033567,Hate and Unfairness (Azure),0.0,ok
6043550,Hate and Unfairness (Azure),1.0,ok
6044442,Hate and Unfairness (Azure),4.0,ok
6102028,Hate and Unfairness (Azure),0.0,ok
6118552,Hate and Unfairness (Azure),0.0,ok
6140866,Hate and Unfairness (Azure),7.0,ok
6151096,Hate and Unfairness (Azure),4.0,ok
6164139,Hate and Unfairness (Azure),4.0,ok
6169010,Hate and Unfairness (Azure),0.0,ok
6183123,Hate and Unfairness (Azure),0.0,ok
6193724,Hate and Unfairness (Azure),0.0,ok
6201060,Hate and Unfairness (Azure),0.0,ok
6206480,Hate and Unfairness (Azure),4.0,ok
6208797,Hate and Unfairness (Azure),4.0,ok
6218321,Hate and Unfairness (Azure),4.0,ok
6232863,Hate and Unfairness (Azure),0.0,ok
6242560,Hate and Unfairness (Azure),0.0,ok
6260699,Hate and Unfairness (Azure),2.0,ok
6266590,Hate and Unfairness (Azure),2.0,ok
6274616,Hate and Unfairness (Azure),4.0,ok
6277739,Hate and Unfairness (Azure),0.0,ok
6309374,Hate and Unfairness (Azure),4.0,ok
6326075,Hate and Unfairness (Azure),0.0,ok
7023737,Hate and Unfairness (Azure),0.0,ok
7026453,Hate and Unfairness (Azure),4.0,ok
7041565,Hate and Unfairness (Azure),4.0,ok
7053422,Hate and Unfairness (Azure),4.0,ok
7061374,Hate and Unfairness (Azure),4.0,ok
7063270,Hate and Unfairness (Azure),0.0,ok
7080565,Hate and Unfairness (Azure),4.0,ok
7103853,Hate and Unfairness (Azure),6.0,ok
7108252,Hate and Unfairness (Azure),6.0,ok
7111964,Hate and Unfairness (Azure),0.0,ok
7117516,Hate and Unfairness (Azure),0.0,ok
7149576,Hate and Unfairness (Azure),4.0,ok
7152199,Hate and Unfairness (Azure),0.0,ok
7161035,Hate and Unfairness (Azure),4.0,ok
7166930,Hate and Unfairness (Azure),4.0,ok
